tournament_name,match_date,stage_name,stage_code,is_knockout,group_name,home_team_name,away_team_name,home_team_code,away_team_code,home_elo_before,away_elo_before,elo_diff,home_form_gf,home_form_ga,home_form_pts,away_form_gf,away_form_ga,away_form_pts,extra_time,penalty_shootout,home_team_score,away_team_score,total_goals,goal_diff,outcome,home_team_win,away_team_win,draw,home_fifa_rank,away_fifa_rank,fifa_rank_diff,has_fifa_rank
1958 FIFA Men's World Cup,1958-06-24,semi-finals,3,1,not applicable,Brazil,France,BRA,FRA,1594.68,1507.32,87.36000000000013,1.6,0.8,2.0,3.6,1.8,2.4,0,0,5,2,7,3,home_win,1,0,0,,,,0
1958 FIFA Men's World Cup,1958-06-24,semi-finals,3,1,not applicable,Sweden,West Germany,SWE,DEU,1544.65,1528.24,16.410000000000082,2.0,0.4,2.6,2.2,1.4,2.2,0,0,3,1,4,2,home_win,1,0,0,,,,0
1958 FIFA Men's World Cup,1958-06-28,third-place match,0,1,not applicable,France,West Germany,FRA,DEU,1495.26,1513.0,-17.74000000000001,3.4,2.4,1.8,1.8,1.6,1.6,0,0,6,3,9,3,home_win,1,0,0,,,,0
1958 FIFA Men's World Cup,1958-06-29,final,4,1,not applicable,Brazil,Sweden,BRA,SWE,1606.74,1559.89,46.84999999999991,2.2,0.4,2.6,2.0,0.4,2.6,0,0,5,2,7,3,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-05-30,group stage,0,0,Group 1,Uruguay,Colombia,URY,COL,1597.16,1500.0,97.16000000000008,3.2,1.8,1.8,0.0,0.0,0.0,0,0,2,1,3,1,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-05-30,group stage,0,0,Group 2,Chile,Switzerland,CHL,CHE,1499.52,1509.75,-10.230000000000018,1.4,1.8,1.2,2.6,2.4,1.8,0,0,3,1,4,2,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-05-30,group stage,0,0,Group 3,Brazil,Mexico,BRA,MEX,1620.6,1378.91,241.68999999999983,2.6,0.8,2.6,0.6,3.2,0.2,0,0,2,0,2,2,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-05-30,group stage,0,0,Group 4,Argentina,Bulgaria,ARG,BGR,1575.19,1500.0,75.19000000000005,1.8,3.4,0.6,0.0,0.0,0.0,0,0,1,0,1,1,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-05-31,group stage,0,0,Group 1,Soviet Union,Yugoslavia,SUN,YUG,1503.53,1517.22,-13.690000000000056,1.0,1.2,1.4,1.4,1.8,1.0,0,0,2,0,2,2,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-05-31,group stage,0,0,Group 2,West Germany,Italy,DEU,ITA,1496.18,1574.98,-78.79999999999995,1.8,2.6,1.0,2.0,2.0,1.2,0,0,0,0,0,0,draw,0,0,1,,,,0
1962 FIFA Men's World Cup,1962-05-31,group stage,0,0,Group 3,Czechoslovakia,Spain,CSK,ESP,1487.98,1513.62,-25.639999999999876,1.8,2.2,0.8,1.4,2.2,1.4,0,0,1,0,1,1,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-05-31,group stage,0,0,Group 4,Hungary,England,HUN,ENG,1546.98,1479.46,67.51999999999998,1.8,1.6,0.8,1.2,1.8,0.6,0,0,2,1,3,1,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-02,group stage,0,0,Group 1,Yugoslavia,Uruguay,YUG,URY,1500.59,1608.8,-108.21000000000004,1.4,1.8,1.0,3.2,2.0,1.8,0,0,3,1,4,2,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-02,group stage,0,0,Group 2,Chile,Italy,CHL,ITA,1515.99,1571.41,-55.42000000000007,1.8,2.0,1.2,1.6,1.4,1.4,0,0,2,0,2,2,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-02,group stage,0,0,Group 3,Brazil,Czechoslovakia,BRA,CSK,1626.97,1505.16,121.80999999999996,3.0,0.8,3.0,2.0,1.2,1.4,0,0,0,0,0,0,draw,0,0,1,,,,0
1962 FIFA Men's World Cup,1962-06-02,group stage,0,0,Group 4,England,Argentina,ENG,ARG,1466.53,1587.78,-121.25,1.0,1.4,0.6,1.6,2.6,1.2,0,0,3,1,4,2,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-03,group stage,0,0,Group 3,Spain,Mexico,ESP,MEX,1496.44,1372.54,123.90000000000008,1.0,2.4,0.8,0.6,2.6,0.2,0,0,1,0,1,1,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-03,group stage,0,0,Group 4,Hungary,Bulgaria,HUN,BGR,1559.91,1487.41,72.5,1.8,1.2,1.4,0.0,1.0,0.0,0,0,6,1,7,5,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-03,group stage,0,0,Group 1,Soviet Union,Colombia,SUN,COL,1520.16,1488.36,31.800000000000185,1.0,0.8,1.8,1.0,2.0,0.0,0,0,4,4,8,0,draw,0,0,1,,,,0
1962 FIFA Men's World Cup,1962-06-03,group stage,0,0,Group 2,West Germany,Switzerland,DEU,CHE,1499.75,1493.28,6.470000000000027,1.4,2.2,1.0,2.4,2.8,1.2,0,0,2,1,3,1,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-06,group stage,0,0,Group 1,Soviet Union,Uruguay,SUN,URY,1518.7,1587.97,-69.26999999999998,1.4,1.6,1.4,2.0,2.6,1.2,0,0,2,1,3,1,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-06,group stage,0,0,Group 2,West Germany,Chile,DEU,CHL,1515.45,1534.52,-19.069999999999936,1.4,2.0,1.4,2.0,1.4,1.8,0,0,2,0,2,2,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-06,group stage,0,0,Group 3,Brazil,Spain,BRA,ESP,1621.58,1506.96,114.61999999999988,2.6,0.8,2.6,1.0,2.4,0.8,0,0,2,1,3,1,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-06,group stage,0,0,Group 4,Hungary,Argentina,HUN,ARG,1572.62,1566.41,6.209999999999809,2.8,1.2,1.8,1.4,2.6,1.2,0,0,0,0,0,0,draw,0,0,1,,,,0
1962 FIFA Men's World Cup,1962-06-07,group stage,0,0,Group 1,Yugoslavia,Colombia,YUG,COL,1521.42,1489.82,31.600000000000136,1.8,1.8,1.4,2.5,3.0,0.5,0,0,5,0,5,5,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-07,group stage,0,0,Group 2,Italy,Switzerland,ITA,CHE,1552.88,1477.58,75.30000000000018,1.2,1.8,0.8,2.2,3.0,0.6,0,0,3,0,3,3,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-07,group stage,0,0,Group 3,Mexico,Czechoslovakia,MEX,CSK,1362.02,1510.55,-148.52999999999997,0.2,2.2,0.2,2.0,1.0,1.6,0,0,3,1,4,2,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-07,group stage,0,0,Group 4,England,Bulgaria,ENG,BGR,1487.9,1474.7,13.200000000000044,1.2,1.2,1.0,0.5,3.5,0.0,0,0,0,0,0,0,draw,0,0,1,,,,0
1962 FIFA Men's World Cup,1962-06-10,quarter-finals,2,1,not applicable,Brazil,England,BRA,ENG,1632.49,1487.29,145.20000000000005,2.8,1.0,2.6,1.2,1.2,1.0,0,0,3,1,4,2,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-10,quarter-finals,2,1,not applicable,Chile,Soviet Union,CHL,SUN,1517.64,1537.85,-20.20999999999981,2.0,1.4,1.8,1.8,1.4,2.0,0,0,2,1,3,1,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-10,quarter-finals,2,1,not applicable,Czechoslovakia,Hungary,CSK,HUN,1488.1,1572.33,-84.23000000000002,1.8,1.2,1.4,2.6,0.8,2.0,0,0,1,0,1,1,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-10,quarter-finals,2,1,not applicable,Yugoslavia,West Germany,YUG,DEU,1535.97,1532.33,3.6400000000001,2.2,1.4,1.4,1.6,2.0,1.4,0,0,1,0,1,1,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-13,semi-finals,3,1,not applicable,Czechoslovakia,Yugoslavia,CSK,YUG,1507.9,1551.8,-43.89999999999986,0.8,1.0,1.4,1.8,0.8,1.8,0,0,3,1,4,2,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-13,semi-finals,3,1,not applicable,Brazil,Chile,BRA,CHL,1642.17,1534.57,107.60000000000014,2.4,0.8,2.6,2.4,1.2,2.4,0,0,4,2,6,2,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-16,third-place match,0,1,not applicable,Chile,Yugoslavia,CHL,YUG,1523.37,1533.79,-10.420000000000073,1.8,1.6,1.8,2.0,1.2,1.8,0,0,1,0,1,1,home_win,1,0,0,,,,0
1962 FIFA Men's World Cup,1962-06-17,final,4,1,not applicable,Brazil,Czechoslovakia,BRA,CSK,1653.37,1525.91,127.4599999999998,2.2,0.8,2.6,1.2,0.8,2.0,0,0,3,1,4,2,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-11,group stage,0,0,Group 1,England,Uruguay,ENG,URY,1477.61,1568.82,-91.21000000000004,1.0,1.4,0.8,1.4,2.6,0.6,0,0,0,0,0,0,draw,0,0,1,,,,0
1966 FIFA Men's World Cup,1966-07-12,group stage,0,0,Group 2,West Germany,Switzerland,DEU,CHE,1516.5,1464.99,51.50999999999999,1.4,1.6,1.4,2.2,3.2,0.6,0,0,5,0,5,5,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-12,group stage,0,0,Group 3,Brazil,Bulgaria,BRA,BGR,1663.75,1475.31,188.44000000000003,2.4,1.0,2.6,0.33,2.33,0.33,0,0,2,0,2,2,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-12,group stage,0,0,Group 4,Soviet Union,North Korea,SUN,PRK,1520.92,1500.0,20.920000000000076,1.8,1.8,1.4,0.0,0.0,0.0,0,0,3,0,3,3,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-13,group stage,0,0,Group 2,Argentina,Spain,ARG,ESP,1566.7,1496.05,70.65000000000009,1.2,2.0,1.4,0.8,2.4,0.6,0,0,2,1,3,1,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-13,group stage,0,0,Group 1,France,Mexico,FRA,MEX,1512.08,1384.47,127.6099999999999,3.2,2.4,1.8,0.8,1.8,0.8,0,0,1,1,2,0,draw,0,0,1,,,,0
1966 FIFA Men's World Cup,1966-07-13,group stage,0,0,Group 3,Portugal,Hungary,PRT,HUN,1500.0,1552.53,-52.52999999999997,0.0,0.0,0.0,1.8,1.0,1.4,0,0,3,1,4,2,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-13,group stage,0,0,Group 4,Italy,Chile,ITA,CHL,1565.47,1539.85,25.62000000000012,1.6,1.4,1.4,1.4,1.4,1.8,0,0,2,0,2,2,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-15,group stage,0,0,Group 1,Uruguay,France,URY,FRA,1564.71,1506.45,58.25999999999999,1.0,1.8,0.8,3.0,2.0,2.0,0,0,2,1,3,1,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-15,group stage,0,0,Group 2,Spain,Switzerland,ESP,CHE,1483.26,1451.34,31.920000000000076,0.8,1.6,0.6,1.4,4.0,0.0,0,0,2,1,3,1,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-15,group stage,0,0,Group 3,Hungary,Brazil,HUN,BRA,1534.13,1671.83,-137.69999999999982,1.8,1.2,1.4,2.8,1.0,3.0,0,0,3,1,4,2,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-15,group stage,0,0,Group 4,Chile,North Korea,CHL,PRK,1525.03,1484.96,40.069999999999936,1.0,1.8,1.2,0.0,3.0,0.0,0,0,1,1,2,0,draw,0,0,1,,,,0
1966 FIFA Men's World Cup,1966-07-16,group stage,0,0,Group 1,England,Mexico,ENG,MEX,1481.72,1390.1,91.62000000000012,1.0,1.2,1.0,0.8,1.8,0.8,0,0,2,0,2,2,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-16,group stage,0,0,Group 4,Soviet Union,Italy,SUN,ITA,1535.96,1580.29,-44.32999999999993,2.4,1.4,2.0,1.2,1.2,1.4,0,0,1,0,1,1,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-16,group stage,0,0,Group 3,Portugal,Bulgaria,PRT,BGR,1518.4,1467.23,51.17000000000007,3.0,1.0,3.0,0.25,2.25,0.25,0,0,3,0,3,3,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-16,group stage,0,0,Group 2,Argentina,West Germany,ARG,DEU,1579.49,1530.15,49.33999999999992,1.0,2.0,1.4,1.8,0.4,2.0,0,0,0,0,0,0,draw,0,0,1,,,,0
1966 FIFA Men's World Cup,1966-07-19,group stage,0,0,Group 1,Mexico,Uruguay,MEX,URY,1378.22,1578.05,-199.82999999999996,0.8,1.4,0.8,1.2,1.4,1.4,0,0,0,0,0,0,draw,0,0,1,,,,0
1966 FIFA Men's World Cup,1966-07-19,group stage,0,0,Group 2,Argentina,Switzerland,ARG,CHE,1577.23,1436.81,140.42000000000007,0.8,0.8,1.6,0.6,3.0,0.0,0,0,2,0,2,2,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-19,group stage,0,0,Group 3,Portugal,Brazil,PRT,BRA,1532.06,1649.8,-117.74,3.0,0.5,3.0,2.6,1.4,2.4,0,0,3,1,4,2,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-19,group stage,0,0,Group 4,North Korea,Italy,PRK,ITA,1486.8,1562.26,-75.46000000000004,0.5,2.0,0.5,1.0,0.6,1.4,0,0,1,0,1,1,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-20,group stage,0,0,Group 1,England,France,ENG,FRA,1493.6,1493.11,0.4900000000000091,1.2,0.8,1.6,2.8,2.2,1.4,0,0,2,0,2,2,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-20,group stage,0,0,Group 2,West Germany,Spain,DEU,ESP,1532.41,1497.79,34.62000000000012,1.8,0.4,2.0,1.0,1.2,1.2,0,0,2,1,3,1,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-20,group stage,0,0,Group 3,Hungary,Bulgaria,HUN,BGR,1556.16,1453.57,102.59000000000016,2.0,1.2,1.4,0.2,2.4,0.2,0,0,3,1,4,2,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-20,group stage,0,0,Group 4,Soviet Union,Chile,SUN,CHL,1553.99,1523.19,30.799999999999955,2.2,1.4,2.0,1.2,1.6,1.4,0,0,2,1,3,1,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-23,quarter-finals,2,1,not applicable,England,Argentina,ENG,ARG,1509.58,1587.09,-77.50999999999999,1.0,0.6,1.6,1.0,0.8,1.6,0,0,1,0,1,1,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-23,quarter-finals,2,1,not applicable,Portugal,North Korea,PRT,PRK,1553.28,1506.22,47.059999999999945,3.0,0.67,3.0,0.67,1.33,1.33,0,0,5,3,8,2,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-23,quarter-finals,2,1,not applicable,Soviet Union,Hungary,SUN,HUN,1568.58,1567.57,1.009999999999991,1.8,0.8,2.4,1.4,1.2,1.4,0,0,2,1,3,1,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-23,quarter-finals,2,1,not applicable,West Germany,Uruguay,DEU,URY,1546.82,1569.74,-22.920000000000076,1.8,0.4,2.0,0.8,1.2,1.0,0,0,4,0,4,4,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-25,semi-finals,3,1,not applicable,West Germany,Soviet Union,DEU,SUN,1563.87,1584.53,-20.66000000000008,2.2,0.4,2.0,1.8,0.8,2.4,0,0,2,1,3,1,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-26,semi-finals,3,1,not applicable,England,Portugal,ENG,PRT,1529.09,1567.13,-38.04000000000019,1.2,0.6,2.0,3.5,1.25,3.0,0,0,2,1,3,1,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-28,third-place match,0,1,not applicable,Portugal,Soviet Union,PRT,SUN,1549.39,1567.58,-18.189999999999827,3.0,1.4,2.4,1.8,0.8,2.4,0,0,2,1,3,1,home_win,1,0,0,,,,0
1966 FIFA Men's World Cup,1966-07-30,final,4,1,not applicable,England,West Germany,ENG,DEU,1546.83,1580.82,-33.99000000000001,1.4,0.2,2.6,2.6,0.4,2.6,1,0,4,2,6,2,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-05-31,group stage,0,0,Group 1,Mexico,Soviet Union,MEX,SUN,1386.53,1550.74,-164.21000000000004,0.8,1.0,1.0,1.4,1.2,1.8,0,0,0,0,0,0,draw,0,0,1,,,,0
1970 FIFA Men's World Cup,1970-06-02,group stage,0,0,Group 2,Uruguay,Israel,URY,ISR,1552.69,1500.0,52.690000000000055,0.6,1.4,1.0,0.0,0.0,0.0,0,0,2,0,2,2,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-02,group stage,0,0,Group 3,England,Romania,ENG,ROU,1564.39,1469.38,95.01,2.2,0.6,3.0,1.6,2.4,0.8,0,0,1,0,1,1,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-02,group stage,0,0,Group 4,Peru,Bulgaria,PER,BGR,1468.74,1442.16,26.579999999999927,0.5,2.0,0.0,0.4,2.8,0.2,0,0,3,2,5,1,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-03,group stage,0,0,Group 1,Belgium,El Salvador,BEL,SLV,1430.64,1500.0,-69.3599999999999,1.6,3.4,0.2,0.0,0.0,0.0,0,0,3,0,3,3,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-03,group stage,0,0,Group 2,Italy,Sweden,ITA,SWE,1542.84,1546.03,-3.1900000000000546,1.0,0.8,1.2,1.8,1.4,2.0,0,0,1,0,1,1,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-03,group stage,0,0,Group 3,Brazil,Czechoslovakia,BRA,CSK,1628.58,1515.53,113.04999999999995,2.2,1.8,1.8,1.2,1.4,1.4,0,0,4,1,5,3,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-03,group stage,0,0,Group 4,West Germany,Morocco,DEU,MAR,1563.26,1500.0,63.25999999999999,2.0,1.2,2.0,0.0,0.0,0.0,0,0,2,1,3,1,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-06,group stage,0,0,Group 1,Soviet Union,Belgium,SUN,BEL,1543.69,1449.79,93.90000000000008,1.2,1.2,1.4,2.2,3.2,0.8,0,0,4,1,5,3,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-06,group stage,0,0,Group 2,Uruguay,Italy,URY,ITA,1566.28,1558.99,7.289999999999964,0.8,1.0,1.6,1.2,0.4,1.8,0,0,0,0,0,0,draw,0,0,1,,,,0
1970 FIFA Men's World Cup,1970-06-06,group stage,0,0,Group 3,Romania,Czechoslovakia,ROU,CSK,1457.65,1504.56,-46.909999999999854,1.0,2.4,0.2,1.4,2.2,1.2,0,0,2,1,3,1,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-06,group stage,0,0,Group 4,Peru,Morocco,PER,MAR,1483.52,1486.88,-3.3600000000001278,1.33,2.0,1.0,1.0,2.0,0.0,0,0,3,0,3,3,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-07,group stage,0,0,Group 4,West Germany,Bulgaria,DEU,BGR,1576.38,1427.38,149.0,2.4,1.4,2.4,0.6,2.2,0.2,0,0,5,2,7,3,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-07,group stage,0,0,Group 3,Brazil,England,BRA,ENG,1639.55,1576.12,63.430000000000064,2.2,1.6,1.8,2.0,0.6,3.0,0,0,1,0,1,1,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-07,group stage,0,0,Group 1,Mexico,El Salvador,MEX,SLV,1393.58,1480.85,-87.26999999999998,0.8,0.8,1.2,0.0,3.0,0.0,0,0,4,0,4,4,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-07,group stage,0,0,Group 2,Sweden,Israel,SWE,ISR,1529.88,1486.41,43.47000000000003,1.4,1.4,1.4,0.0,2.0,0.0,0,0,1,1,2,0,draw,0,0,1,,,,0
1970 FIFA Men's World Cup,1970-06-10,group stage,0,0,Group 1,Soviet Union,El Salvador,SUN,SLV,1555.47,1460.91,94.55999999999996,1.6,1.2,1.4,0.0,3.5,0.0,0,0,2,0,2,2,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-10,group stage,0,0,Group 2,Sweden,Uruguay,SWE,URY,1527.89,1565.94,-38.04999999999996,1.6,1.6,1.4,0.8,1.0,1.6,0,0,1,0,1,1,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-10,group stage,0,0,Group 3,Brazil,Romania,BRA,ROU,1652.66,1475.8,176.86000000000013,1.8,1.4,1.8,1.4,1.8,0.8,0,0,3,2,5,1,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-10,group stage,0,0,Group 4,West Germany,Peru,DEU,PER,1585.91,1499.67,86.24000000000001,3.0,1.6,2.4,1.75,1.5,1.5,0,0,3,1,4,2,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-11,group stage,0,0,Group 1,Mexico,Belgium,MEX,BEL,1413.52,1438.01,-24.49000000000001,1.0,0.6,1.2,2.0,3.0,0.8,0,0,1,0,1,1,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-11,group stage,0,0,Group 2,Italy,Israel,ITA,ISR,1559.33,1488.4,70.92999999999984,0.6,0.4,1.4,0.5,1.5,0.5,0,0,0,0,0,0,draw,0,0,1,,,,0
1970 FIFA Men's World Cup,1970-06-11,group stage,0,0,Group 3,England,Czechoslovakia,ENG,CSK,1563.01,1486.41,76.59999999999991,1.6,0.8,2.4,1.4,2.0,1.2,0,0,1,0,1,1,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-11,group stage,0,0,Group 4,Bulgaria,Morocco,BGR,MAR,1417.85,1470.73,-52.88000000000011,1.0,3.2,0.0,0.5,2.5,0.0,0,0,1,1,2,0,draw,0,0,1,,,,0
1970 FIFA Men's World Cup,1970-06-14,quarter-finals,2,1,not applicable,West Germany,England,DEU,ENG,1598.02,1575.54,22.480000000000015,2.8,1.8,2.4,1.6,0.8,2.4,1,0,3,2,5,1,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-14,quarter-finals,2,1,not applicable,Brazil,Peru,BRA,PER,1661.15,1487.56,173.59000000000017,2.0,1.8,1.8,1.6,1.8,1.2,0,0,4,2,6,2,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-14,quarter-finals,2,1,not applicable,Italy,Mexico,ITA,MEX,1556.11,1430.65,125.4599999999998,0.2,0.4,1.0,1.0,0.4,1.6,0,0,4,1,5,3,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-14,quarter-finals,2,1,not applicable,Soviet Union,Uruguay,SUN,URY,1567.22,1548.19,19.029999999999973,1.6,1.0,1.4,0.4,1.0,1.0,1,0,0,1,1,-1,away_win,0,1,0,,,,0
1970 FIFA Men's World Cup,1970-06-17,semi-finals,3,1,not applicable,Italy,West Germany,ITA,DEU,1566.57,1612.99,-46.42000000000007,1.0,0.4,1.6,3.0,2.0,2.4,1,0,4,3,7,1,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-17,semi-finals,3,1,not applicable,Brazil,Uruguay,BRA,URY,1669.76,1550.34,119.42000000000009,2.6,1.6,2.4,0.6,1.0,1.4,0,0,3,1,4,2,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-20,third-place match,0,1,not applicable,West Germany,Uruguay,DEU,URY,1594.86,1539.63,55.22999999999979,3.2,2.0,2.4,0.8,0.8,1.4,0,0,1,0,1,1,home_win,1,0,0,,,,0
1970 FIFA Men's World Cup,1970-06-21,final,4,1,not applicable,Brazil,Italy,BRA,ITA,1680.47,1584.7,95.76999999999998,3.0,1.2,3.0,1.8,0.8,2.2,0,0,4,1,5,3,home_win,1,0,0,,,,0
1974 FIFA Men's World Cup,1974-06-13,group stage,0,0,Group 2,Brazil,Yugoslavia,BRA,YUG,1692.17,1517.31,174.86000000000013,3.0,1.2,3.0,2.0,1.0,1.8,0,0,0,0,0,0,draw,0,0,1,,,,0
1974 FIFA Men's World Cup,1974-06-14,group stage,0,0,Group 1,West Germany,Chile,DEU,CHL,1608.34,1508.6,99.74,3.0,1.8,2.4,1.0,1.8,0.8,0,0,1,0,1,1,home_win,1,0,0,,,,0
1974 FIFA Men's World Cup,1974-06-14,group stage,0,0,Group 1,East Germany,Australia,DDR,AUS,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2,2,home_win,1,0,0,,,,0
1974 FIFA Men's World Cup,1974-06-14,group stage,0,0,Group 2,Zaire,Scotland,COD,SCO,1500.0,1444.56,55.440000000000055,0.0,0.0,0.0,0.8,2.8,0.2,0,0,0,2,2,-2,away_win,0,1,0,,,,0
1974 FIFA Men's World Cup,1974-06-15,group stage,0,0,Group 3,Sweden,Bulgaria,SWE,BGR,1545.64,1420.27,125.37000000000012,1.4,1.6,1.4,1.2,3.0,0.2,0,0,0,0,0,0,draw,0,0,1,,,,0
1974 FIFA Men's World Cup,1974-06-15,group stage,0,0,Group 3,Uruguay,Netherlands,URY,NLD,1526.15,1470.2,55.950000000000045,0.4,1.0,0.8,1.0,3.0,0.0,0,0,0,2,2,-2,away_win,0,1,0,,,,0
1974 FIFA Men's World Cup,1974-06-15,group stage,0,0,Group 4,Italy,Haiti,ITA,HTI,1573.0,1500.0,73.0,1.8,1.6,1.6,0.0,0.0,0.0,0,0,3,1,4,2,home_win,1,0,0,,,,0
1974 FIFA Men's World Cup,1974-06-15,group stage,0,0,Group 4,Poland,Argentina,POL,ARG,1483.27,1567.58,-84.30999999999995,5.0,6.0,0.0,0.8,0.4,1.6,0,0,3,2,5,1,home_win,1,0,0,,,,0
1974 FIFA Men's World Cup,1974-06-18,group stage,0,0,Group 2,Yugoslavia,Zaire,YUG,COD,1524.75,1463.09,61.66000000000008,1.4,0.8,1.4,0.0,2.0,0.0,0,0,9,0,9,9,home_win,1,0,0,,,,0
1974 FIFA Men's World Cup,1974-06-18,group stage,0,0,Group 2,Scotland,Brazil,SCO,BRA,1481.47,1684.73,-203.26,1.2,2.6,0.8,2.8,1.2,2.6,0,0,0,0,0,0,draw,0,0,1,,,,0
1974 FIFA Men's World Cup,1974-06-18,group stage,0,0,Group 1,Australia,West Germany,AUS,DEU,1484.0,1619.87,-135.8699999999999,0.0,2.0,0.0,2.2,1.4,2.4,0,0,0,3,3,-3,away_win,0,1,0,,,,0
1974 FIFA Men's World Cup,1974-06-18,group stage,0,0,Group 1,Chile,East Germany,CHL,DDR,1497.07,1516.0,-18.930000000000064,0.6,1.2,0.8,2.0,0.0,3.0,0,0,1,1,2,0,draw,0,0,1,,,,0
