tournament_name,match_date,stage_name,stage_code,is_knockout,group_name,home_team_name,away_team_name,home_team_code,away_team_code,home_elo_before,away_elo_before,elo_diff,home_form_gf,home_form_ga,home_form_pts,away_form_gf,away_form_ga,away_form_pts,extra_time,penalty_shootout,home_team_score,away_team_score,total_goals,goal_diff,outcome,home_team_win,away_team_win,draw,home_fifa_rank,away_fifa_rank,fifa_rank_diff,has_fifa_rank
1982 FIFA Men's World Cup,1982-07-08,semi-finals,3,1,not applicable,West Germany,France,DEU,FRA,1563.07,1450.47,112.59999999999992,1.6,0.8,2.0,2.2,1.2,2.0,1,1,3,3,6,0,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-07-10,third-place match,0,1,not applicable,Poland,France,POL,FRA,1556.35,1439.48,116.86999999999988,1.6,0.6,1.6,2.6,1.2,2.0,0,0,3,2,5,1,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-07-11,final,4,1,not applicable,Italy,West Germany,ITA,DEU,1503.13,1574.06,-70.92999999999984,1.8,1.0,2.2,2.0,1.0,2.6,0,0,3,1,4,2,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-05-31,group stage,0,0,Group A,Bulgaria,Italy,BGR,ITA,1521.45,1522.35,-0.8999999999998636,1.0,2.2,0.6,2.2,1.0,2.6,0,0,1,1,2,0,draw,0,0,1,,,,0
1986 FIFA Men's World Cup,1986-06-01,group stage,0,0,Group C,Canada,France,CAN,FRA,1500.0,1428.67,71.32999999999993,0.0,0.0,0.0,2.2,1.6,1.4,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-01,group stage,0,0,Group D,Spain,Brazil,ESP,BRA,1505.56,1443.52,62.03999999999997,0.8,1.0,1.0,3.0,1.2,2.4,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-02,group stage,0,0,Group A,Argentina,South Korea,ARG,KOR,1653.02,1469.49,183.53,1.6,1.4,1.2,0.0,8.0,0.0,0,0,3,1,4,2,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-02,group stage,0,0,Group C,Soviet Union,Hungary,SUN,HUN,1572.11,1499.48,72.62999999999988,1.4,0.8,1.6,2.8,2.4,0.8,0,0,6,0,6,6,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-02,group stage,0,0,Group F,Morocco,Poland,MAR,POL,1468.31,1567.16,-98.85000000000014,0.67,2.0,0.33,2.2,1.0,2.0,0,0,0,0,0,0,draw,0,0,1,,,,0
1986 FIFA Men's World Cup,1986-06-03,group stage,0,0,Group B,Belgium,Mexico,BEL,MEX,1578.64,1384.62,194.0200000000002,0.6,1.0,1.4,0.8,3.2,0.6,0,0,1,2,3,-1,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-03,group stage,0,0,Group D,Algeria,Northern Ireland,DZA,NIR,1522.91,1470.1,52.81000000000017,1.67,1.67,2.0,1.0,1.4,1.2,0,0,1,1,2,0,draw,0,0,1,,,,0
1986 FIFA Men's World Cup,1986-06-03,group stage,0,0,Group F,Portugal,England,PRT,ENG,1566.23,1589.11,-22.87999999999988,2.8,1.4,2.4,1.2,0.2,2.2,0,0,1,0,1,1,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-04,group stage,0,0,Group B,Paraguay,Iraq,PRY,IRQ,1490.85,1500.0,-9.150000000000093,2.2,3.2,1.0,0.0,0.0,0.0,0,0,1,0,1,1,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-04,group stage,0,0,Group E,Uruguay,West Germany,URY,DEU,1472.29,1554.84,-82.54999999999995,0.4,2.0,0.2,1.4,1.4,2.0,0,0,1,1,2,0,draw,0,0,1,,,,0
1986 FIFA Men's World Cup,1986-06-04,group stage,0,0,Group E,Scotland,Denmark,SCO,DNK,1503.72,1500.0,3.7200000000000273,2.4,2.2,1.6,0.0,0.0,0.0,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-05,group stage,0,0,Group A,Italy,Argentina,ITA,ARG,1522.31,1661.28,-138.97000000000003,2.2,1.0,2.6,2.2,1.4,1.8,0,0,1,1,2,0,draw,0,0,1,,,,0
1986 FIFA Men's World Cup,1986-06-05,group stage,0,0,Group C,France,Soviet Union,FRA,SUN,1480.76,1584.81,-104.04999999999995,2.2,1.4,1.8,2.4,0.4,2.2,0,0,1,1,2,0,draw,0,0,1,,,,0
1986 FIFA Men's World Cup,1986-06-05,group stage,0,0,Group A,South Korea,Bulgaria,KOR,BGR,1461.23,1521.49,-60.25999999999999,0.33,6.33,0.0,0.8,1.4,0.8,0,0,1,1,2,0,draw,0,0,1,,,,0
1986 FIFA Men's World Cup,1986-06-06,group stage,0,0,Group F,England,Morocco,ENG,MAR,1572.06,1472.74,99.31999999999994,0.6,0.2,1.6,0.5,1.5,0.5,0,0,0,0,0,0,draw,0,0,1,,,,0
1986 FIFA Men's World Cup,1986-06-06,group stage,0,0,Group C,Hungary,Canada,HUN,CAN,1486.78,1447.91,38.86999999999989,2.6,3.0,0.8,0.0,1.0,0.0,0,0,2,0,2,2,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-06,group stage,0,0,Group D,Brazil,Algeria,BRA,DZA,1486.73,1520.5,-33.76999999999998,2.8,1.0,2.4,1.5,1.5,1.75,0,0,1,0,1,1,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-07,group stage,0,0,Group B,Mexico,Paraguay,MEX,PRY,1554.53,1507.27,47.25999999999999,1.0,3.4,0.6,2.0,2.8,1.4,0,0,1,1,2,0,draw,0,0,1,,,,0
1986 FIFA Men's World Cup,1986-06-07,group stage,0,0,Group D,Northern Ireland,Spain,NIR,ESP,1472.51,1462.35,10.160000000000082,1.2,1.6,1.2,0.6,1.0,0.8,0,0,1,2,3,-1,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-07,group stage,0,0,Group F,Poland,Portugal,POL,PRT,1562.73,1583.28,-20.549999999999955,1.2,0.8,1.6,2.4,1.4,2.4,0,0,1,0,1,1,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-08,group stage,0,0,Group B,Iraq,Belgium,IRQ,BEL,1483.58,1408.73,74.84999999999991,0.0,1.0,0.0,0.6,1.4,0.8,0,0,1,2,3,-1,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-08,group stage,0,0,Group E,West Germany,Scotland,DEU,SCO,1551.11,1516.17,34.93999999999983,1.4,1.6,1.6,2.2,2.2,1.4,0,0,2,1,3,1,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-08,group stage,0,0,Group E,Denmark,Uruguay,DNK,URY,1487.55,1476.02,11.529999999999973,1.0,0.0,3.0,0.4,1.6,0.4,0,0,6,1,7,5,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-09,group stage,0,0,Group C,Hungary,France,HUN,FRA,1501.0,1485.41,15.589999999999918,2.8,2.4,1.4,2.2,1.6,1.4,0,0,0,3,3,-3,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-09,group stage,0,0,Group C,Soviet Union,Canada,SUN,CAN,1580.16,1433.69,146.47000000000003,2.0,0.6,1.8,0.0,1.5,0.0,0,0,2,0,2,2,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-10,group stage,0,0,Group A,South Korea,Italy,KOR,ITA,1463.98,1528.39,-64.41000000000008,0.5,5.0,0.25,2.0,1.0,2.2,0,0,2,3,5,-1,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-10,group stage,0,0,Group A,Argentina,Bulgaria,ARG,BGR,1655.2,1518.74,136.46000000000004,1.6,1.4,1.4,0.8,1.4,0.8,0,0,2,0,2,2,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-11,group stage,0,0,Group F,Portugal,Morocco,PRT,MAR,1566.33,1477.19,89.13999999999987,1.8,1.4,1.8,0.4,1.2,0.6,0,0,1,3,4,-2,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-11,group stage,0,0,Group F,England,Poland,ENG,POL,1567.61,1579.68,-12.070000000000164,0.2,0.2,1.2,0.8,0.8,1.6,0,0,3,0,3,3,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-11,group stage,0,0,Group B,Iraq,Mexico,IRQ,MEX,1428.12,1552.37,-124.25,0.5,1.5,0.0,1.0,2.8,0.8,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-11,group stage,0,0,Group B,Paraguay,Belgium,PRY,BEL,1509.43,1464.19,45.24000000000001,2.2,2.6,1.6,0.8,1.6,0.8,0,0,2,2,4,0,draw,0,0,1,,,,0
1986 FIFA Men's World Cup,1986-06-12,group stage,0,0,Group D,Algeria,Spain,DZA,ESP,1502.95,1456.04,46.91000000000008,1.2,1.4,1.4,0.6,1.0,0.8,0,0,0,3,3,-3,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-12,group stage,0,0,Group D,Northern Ireland,Brazil,NIR,BRA,1478.82,1504.28,-25.46000000000004,1.2,1.8,1.0,2.2,0.8,2.4,0,0,0,3,3,-3,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-13,group stage,0,0,Group E,Denmark,West Germany,DNK,DEU,1503.02,1565.51,-62.49000000000001,3.5,0.5,3.0,1.8,1.8,2.0,0,0,2,0,2,2,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-13,group stage,0,0,Group E,Scotland,Uruguay,SCO,URY,1501.77,1460.55,41.22000000000003,1.8,2.2,0.8,0.6,2.6,0.4,0,0,0,0,0,0,draw,0,0,1,,,,0
1986 FIFA Men's World Cup,1986-06-15,round of 16,1,1,not applicable,Mexico,Bulgaria,MEX,BGR,1417.61,1508.72,-91.11000000000011,1.0,2.2,1.4,0.8,1.8,0.6,0,0,2,0,2,2,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-15,round of 16,1,1,not applicable,Soviet Union,Belgium,SUN,BEL,1589.79,1466.26,123.52999999999996,2.0,0.2,2.2,1.0,1.8,0.8,1,0,3,4,7,-1,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-16,round of 16,1,1,not applicable,Brazil,Poland,BRA,POL,1463.99,1563.12,-99.12999999999988,2.0,0.8,2.4,0.8,1.4,1.4,0,0,4,0,4,4,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-16,round of 16,1,1,not applicable,Argentina,Uruguay,ARG,URY,1665.22,1462.44,202.78,1.6,1.4,1.4,0.6,2.2,0.6,0,0,1,0,1,1,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-17,round of 16,1,1,not applicable,Italy,France,ITA,FRA,1450.91,1484.28,-33.36999999999989,2.0,1.0,2.2,2.0,1.4,1.4,0,0,0,2,2,-2,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-17,round of 16,1,1,not applicable,Morocco,West Germany,MAR,DEU,1546.31,1546.66,-0.3500000000001364,0.8,1.0,1.2,1.4,2.0,1.4,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-18,round of 16,1,1,not applicable,Denmark,Spain,DNK,ESP,1521.87,1484.8,37.069999999999936,3.0,0.33,3.0,1.2,0.8,1.4,0,0,1,5,6,-4,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-18,round of 16,1,1,not applicable,England,Paraguay,ENG,PRY,1584.17,1507.36,76.81000000000017,0.6,0.2,1.2,2.0,1.6,1.8,0,0,3,0,3,3,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-21,quarter-finals,2,1,not applicable,West Germany,Mexico,DEU,MEX,1530.33,1437.71,92.61999999999988,1.0,1.4,1.4,1.4,1.0,2.0,1,1,0,0,0,0,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-21,quarter-finals,2,1,not applicable,Brazil,France,BRA,FRA,1484.44,1436.44,48.0,2.2,0.6,2.4,1.8,0.8,2.0,1,1,1,1,2,0,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-22,quarter-finals,2,1,not applicable,Argentina,England,ARG,ENG,1672.82,1596.69,76.12999999999988,1.6,1.0,2.0,1.2,0.2,1.6,0,0,2,1,3,1,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-22,quarter-finals,2,1,not applicable,Spain,Belgium,ESP,BEL,1504.17,1568.33,-64.15999999999985,2.0,0.6,2.0,1.8,1.8,1.4,1,1,1,1,2,0,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-25,semi-finals,3,1,not applicable,France,West Germany,FRA,DEU,1466.24,1542.16,-75.92000000000007,1.6,0.4,2.6,0.8,0.8,2.0,0,0,0,2,2,-2,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-25,semi-finals,3,1,not applicable,Argentina,Belgium,ARG,BEL,1685.37,1491.09,194.28,1.8,0.6,2.6,2.0,1.8,2.0,0,0,2,0,2,2,home_win,1,0,0,,,,0
1986 FIFA Men's World Cup,1986-06-28,third-place match,0,1,not applicable,Belgium,France,BEL,FRA,1483.21,1554.72,-71.50999999999999,1.8,1.8,2.0,1.4,0.8,2.0,1,0,2,4,6,-2,away_win,0,1,0,,,,0
1986 FIFA Men's World Cup,1986-06-29,final,4,1,not applicable,Argentina,West Germany,ARG,DEU,1693.25,1453.68,239.56999999999996,1.6,0.4,2.6,1.0,0.6,2.4,0,0,3,2,5,1,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-08,group stage,0,0,Group B,Argentina,Cameroon,ARG,CMR,1699.69,1500.04,199.6500000000001,2.0,0.6,3.0,0.33,0.33,1.0,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1990 FIFA Men's World Cup,1990-06-09,group stage,0,0,Group B,Soviet Union,Romania,SUN,ROU,1487.72,1467.31,20.41000000000008,2.4,1.0,1.6,1.6,2.0,0.8,0,0,0,2,2,-2,away_win,0,1,0,,,,0
1990 FIFA Men's World Cup,1990-06-09,group stage,0,0,Group D,United Arab Emirates,Colombia,ARE,COL,1500.0,1475.27,24.730000000000015,0.0,0.0,0.0,1.67,3.67,0.33,0,0,0,2,2,-2,away_win,0,1,0,,,,0
1990 FIFA Men's World Cup,1990-06-09,group stage,0,0,Group A,Italy,Austria,ITA,AUT,1498.75,1489.76,8.990000000000009,1.6,1.4,1.6,1.0,0.8,1.4,0,0,1,0,1,1,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-10,group stage,0,0,Group C,Brazil,Sweden,BRA,SWE,1454.64,1480.59,-25.949999999999815,2.0,0.2,2.4,1.0,1.6,0.8,0,0,2,1,3,1,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-10,group stage,0,0,Group D,West Germany,Yugoslavia,DEU,YUG,1447.24,1480.81,-33.569999999999936,1.0,1.0,1.8,0.8,1.2,0.8,0,0,4,1,5,3,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-10,group stage,0,0,Group A,United States,Czechoslovakia,USA,CSK,1483.97,1464.01,19.96000000000004,1.2,4.2,0.6,0.6,1.4,0.4,0,0,1,5,6,-4,away_win,0,1,0,,,,0
1990 FIFA Men's World Cup,1990-06-11,group stage,0,0,Group F,England,Republic of Ireland,ENG,IRL,1584.14,1500.0,84.1400000000001,1.4,0.6,1.4,0.0,0.0,0.0,0,0,1,1,2,0,draw,0,0,1,,,,0
1990 FIFA Men's World Cup,1990-06-11,group stage,0,0,Group C,Costa Rica,Scotland,CRI,SCO,1500.0,1499.88,0.1199999999998908,0.0,0.0,0.0,0.8,1.8,0.4,0,0,1,0,1,1,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-12,group stage,0,0,Group E,Belgium,South Korea,BEL,KOR,1567.47,1541.46,26.00999999999999,1.8,2.4,1.4,0.8,4.6,0.2,0,0,2,0,2,2,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-12,group stage,0,0,Group F,Netherlands,Egypt,NLD,EGY,1493.71,1484.0,9.710000000000036,2.4,2.0,1.4,2.0,4.0,0.0,0,0,1,1,2,0,draw,0,0,1,,,,0
1990 FIFA Men's World Cup,1990-06-13,group stage,0,0,Group E,Uruguay,Spain,URY,ESP,1454.84,1581.41,-126.57000000000016,0.4,2.2,0.4,2.2,0.8,1.8,0,0,0,0,0,0,draw,0,0,1,,,,0
1990 FIFA Men's World Cup,1990-06-13,group stage,0,0,Group B,Argentina,Soviet Union,ARG,SUN,1524.34,1484.25,40.08999999999992,1.6,0.8,2.4,2.4,1.4,1.4,0,0,2,0,2,2,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-14,group stage,0,0,Group B,Cameroon,Romania,CMR,ROU,1675.39,1470.78,204.61000000000013,0.5,0.25,1.5,1.4,1.4,1.2,0,0,2,1,3,1,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-14,group stage,0,0,Group D,Yugoslavia,Colombia,YUG,COL,1463.27,1482.86,-19.58999999999992,0.8,1.6,0.8,1.75,2.75,1.0,0,0,1,0,1,1,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-14,group stage,0,0,Group A,Italy,United States,ITA,USA,1514.34,1480.93,33.409999999999854,1.2,1.2,1.6,1.2,4.0,0.6,0,0,1,0,1,1,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-15,group stage,0,0,Group A,Austria,Czechoslovakia,AUT,CSK,1474.17,1467.05,7.120000000000118,0.8,1.0,0.8,1.4,1.2,1.0,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1990 FIFA Men's World Cup,1990-06-15,group stage,0,0,Group D,West Germany,United Arab Emirates,DEU,ARE,1464.78,1492.41,-27.63000000000011,1.8,0.8,2.4,0.0,2.0,0.0,0,0,5,1,6,4,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-16,group stage,0,0,Group C,Brazil,Costa Rica,BRA,CRI,1471.83,1515.99,-44.16000000000008,2.2,0.4,2.4,1.0,0.0,3.0,0,0,1,0,1,1,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-16,group stage,0,0,Group C,Sweden,Scotland,SWE,SCO,1463.4,1483.89,-20.49000000000001,0.8,1.2,0.8,0.6,1.2,0.4,0,0,1,2,3,-1,away_win,0,1,0,,,,0
1990 FIFA Men's World Cup,1990-06-16,group stage,0,0,Group F,England,Netherlands,ENG,NLD,1580.34,1493.26,87.07999999999993,1.6,0.6,1.6,2.2,1.6,1.6,0,0,0,0,0,0,draw,0,0,1,,,,0
1990 FIFA Men's World Cup,1990-06-17,group stage,0,0,Group E,South Korea,Spain,KOR,ESP,1526.66,1575.83,-49.169999999999845,0.8,3.2,0.2,2.2,0.6,2.0,0,0,1,3,4,-2,away_win,0,1,0,,,,0
1990 FIFA Men's World Cup,1990-06-17,group stage,0,0,Group E,Belgium,Uruguay,BEL,URY,1582.27,1460.42,121.84999999999992,1.8,2.0,1.8,0.4,1.6,0.6,0,0,3,1,4,2,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-17,group stage,0,0,Group F,Republic of Ireland,Egypt,IRL,EGY,1503.8,1484.45,19.34999999999991,1.0,1.0,1.0,1.5,2.5,0.5,0,0,0,0,0,0,draw,0,0,1,,,,0
1990 FIFA Men's World Cup,1990-06-18,group stage,0,0,Group B,Argentina,Romania,ARG,ROU,1538.5,1463.25,75.25,1.8,0.8,2.4,1.4,1.4,1.2,0,0,1,1,2,0,draw,0,0,1,,,,0
1990 FIFA Men's World Cup,1990-06-18,group stage,0,0,Group B,Cameroon,Soviet Union,CMR,SUN,1682.92,1470.09,212.83000000000013,0.8,0.4,1.8,1.2,1.8,0.8,0,0,0,4,4,-4,away_win,0,1,0,,,,0
1990 FIFA Men's World Cup,1990-06-19,group stage,0,0,Group D,West Germany,Colombia,DEU,COL,1482.05,1465.96,16.089999999999918,2.6,1.0,2.4,1.4,2.4,0.8,0,0,1,1,2,0,draw,0,0,1,,,,0
1990 FIFA Men's World Cup,1990-06-19,group stage,0,0,Group D,Yugoslavia,United Arab Emirates,YUG,ARE,1480.17,1475.14,5.029999999999973,0.8,1.2,1.4,0.5,3.5,0.0,0,0,4,1,5,3,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-19,group stage,0,0,Group A,Austria,United States,AUT,USA,1483.38,1466.46,16.920000000000073,0.4,1.2,0.2,1.0,2.8,0.6,0,0,2,1,3,1,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-19,group stage,0,0,Group A,Italy,Czechoslovakia,ITA,CSK,1528.81,1457.84,70.97000000000003,1.2,1.0,2.0,1.6,1.0,1.6,0,0,2,0,2,2,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-20,group stage,0,0,Group C,Brazil,Scotland,BRA,SCO,1489.85,1448.34,41.50999999999999,2.2,0.4,2.4,0.6,1.0,0.8,0,0,1,0,1,1,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-20,group stage,0,0,Group C,Sweden,Costa Rica,SWE,CRI,1498.95,1497.97,0.9800000000000182,0.6,1.4,0.2,0.5,0.5,1.5,0,0,1,2,3,-1,away_win,0,1,0,,,,0
1990 FIFA Men's World Cup,1990-06-21,group stage,0,0,Group E,Belgium,Spain,BEL,ESP,1592.88,1512.91,79.97000000000003,1.6,1.6,1.8,2.4,0.6,2.0,0,0,1,2,3,-1,away_win,0,1,0,,,,0
1990 FIFA Men's World Cup,1990-06-21,group stage,0,0,Group E,South Korea,Uruguay,KOR,URY,1589.58,1449.81,139.76999999999998,1.0,2.4,0.2,0.4,2.0,0.4,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1990 FIFA Men's World Cup,1990-06-21,group stage,0,0,Group F,England,Egypt,ENG,EGY,1576.41,1485.34,91.07000000000016,1.6,0.6,1.6,1.0,1.67,0.67,0,0,1,0,1,1,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-21,group stage,0,0,Group F,Republic of Ireland,Netherlands,IRL,NLD,1502.91,1497.19,5.720000000000027,0.5,0.5,1.0,1.2,1.4,1.2,0,0,1,1,2,0,draw,0,0,1,,,,0
1990 FIFA Men's World Cup,1990-06-23,round of 16,1,1,not applicable,Czechoslovakia,Costa Rica,CSK,CRI,1445.06,1482.9,-37.84000000000015,1.4,1.2,1.4,1.0,0.67,2.0,0,0,4,1,5,3,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-23,round of 16,1,1,not applicable,Cameroon,Colombia,CMR,COL,1494.82,1466.7,28.11999999999989,0.8,1.2,1.6,1.4,2.2,1.0,1,0,2,1,3,1,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-24,round of 16,1,1,not applicable,Brazil,Argentina,BRA,ARG,1503.95,1535.09,-31.139999999999876,1.8,0.4,2.4,1.6,0.8,2.0,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1990 FIFA Men's World Cup,1990-06-24,round of 16,1,1,not applicable,West Germany,Netherlands,DEU,NLD,1481.31,1497.45,-16.1400000000001,2.8,1.2,2.0,1.0,1.2,1.2,0,0,2,1,3,1,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-25,round of 16,1,1,not applicable,Republic of Ireland,Romania,IRL,ROU,1502.65,1466.66,35.99000000000001,0.67,0.67,1.0,1.6,1.4,1.4,1,1,0,0,0,0,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-25,round of 16,1,1,not applicable,Italy,Uruguay,ITA,URY,1541.59,1567.47,-25.88000000000011,1.4,0.8,2.4,0.4,0.8,1.0,0,0,2,0,2,2,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-26,round of 16,1,1,not applicable,Spain,Yugoslavia,ESP,YUG,1573.26,1495.94,77.31999999999994,2.2,0.8,2.0,1.6,1.4,1.8,1,0,1,2,3,-1,away_win,0,1,0,,,,0
1990 FIFA Men's World Cup,1990-06-26,round of 16,1,1,not applicable,England,Belgium,ENG,BEL,1588.31,1532.53,55.77999999999997,1.2,0.6,1.6,1.6,1.8,1.2,1,0,1,0,1,1,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-30,quarter-finals,2,1,not applicable,Argentina,Yugoslavia,ARG,YUG,1489.38,1553.76,-64.37999999999988,1.4,0.8,2.0,1.8,1.2,2.4,1,1,0,0,0,0,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-06-30,quarter-finals,2,1,not applicable,Republic of Ireland,Italy,IRL,ITA,1517.0,1558.78,-41.77999999999997,0.5,0.5,1.5,1.2,0.4,2.4,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1990 FIFA Men's World Cup,1990-07-01,quarter-finals,2,1,not applicable,Czechoslovakia,West Germany,CSK,DEU,1462.8,1498.05,-35.25,2.2,1.0,2.0,2.8,1.4,2.0,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1990 FIFA Men's World Cup,1990-07-01,quarter-finals,2,1,not applicable,Cameroon,England,CMR,ENG,1509.53,1601.76,-92.23000000000002,1.2,1.4,2.0,0.8,0.6,1.6,1,0,2,3,5,-1,away_win,0,1,0,,,,0
1990 FIFA Men's World Cup,1990-07-03,semi-finals,3,1,not applicable,Argentina,Italy,ARG,ITA,1508.31,1502.91,5.399999999999864,0.8,0.4,2.0,1.4,0.0,3.0,1,1,1,1,2,0,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-07-04,semi-finals,3,1,not applicable,West Germany,England,DEU,ENG,1448.42,1497.68,-49.25999999999999,2.6,0.8,2.6,1.2,0.6,2.2,1,1,1,1,2,0,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-07-07,third-place match,0,1,not applicable,Italy,England,ITA,ENG,1487.16,1479.43,7.730000000000018,1.4,0.2,2.4,1.2,0.6,2.0,0,0,2,1,3,1,home_win,1,0,0,,,,0
1990 FIFA Men's World Cup,1990-07-08,final,4,1,not applicable,West Germany,Argentina,DEU,ARG,1466.67,1524.06,-57.38999999999987,2.0,0.8,2.6,1.0,0.4,2.6,0,0,1,0,1,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-17,group stage,0,0,Group C,Germany,Bolivia,DEU,BOL,1512.09,1456.99,55.09999999999991,1.8,2.2,1.4,0.0,5.33,0.0,0,0,1,0,1,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-17,group stage,0,0,Group C,Spain,South Korea,ESP,KOR,1515.44,1471.92,43.51999999999998,1.4,1.0,1.4,0.8,2.0,0.2,0,0,2,2,4,0,draw,0,0,1,,,,0
1994 FIFA Men's World Cup,1994-06-18,group stage,0,0,Group A,United States,Switzerland,USA,CHE,1451.24,1426.95,24.289999999999964,1.0,2.6,0.6,0.4,2.8,0.0,0,0,1,1,2,0,draw,0,0,1,,,,0
1994 FIFA Men's World Cup,1994-06-18,group stage,0,0,Group E,Italy,Republic of Ireland,ITA,IRL,1502.8,1572.87,-70.06999999999994,1.6,0.4,2.4,0.4,0.6,1.2,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1994 FIFA Men's World Cup,1994-06-18,group stage,0,0,Group A,Colombia,Romania,COL,ROU,1451.99,1452.31,-0.3199999999999363,0.8,1.8,0.8,1.2,1.2,0.8,0,0,1,3,4,-2,away_win,0,1,0,,,,0
